ID,Is_Lead
E4GQJZSQ,0.04053001
UENREGNV,0.82842267
CC4LYHEW,0.8267066
GDKGLTBT,0.06562907
G3ER8CGX,0.054458145
ZG4KT59X,0.024513291
LW93KJMZ,0.51934683
9AR5FBSQ,0.46829507
FHLWDMRV,0.096883066
EON5DCWD,0.9902547
J8UXTMYV,0.2450658
IXBW5HZH,0.05088331
LDHQB458,0.059371382
GNHTIKF3,0.045035955
8NO22KTE,0.024163507
SGJFSSJK,0.1994404
TD8D3NDD,0.056932133
8RQ27JGU,0.83390504
A8GKBMBO,0.80502695
ODVMNUDE,0.5595439
EA5CRL7L,0.05548233
6UI7RPCH,0.2626695
7BJYM94L,0.053722724
X3PZJF7F,0.3597517
YCSSMPV7,0.47246662
4EV9VXL8,0.4183058
IPNJFQTY,0.20548435
XPWNJRJC,0.038383666
3WHNSBRB,0.19208437
U245YKM8,0.05054061
68EFFKBB,0.85647815
NEUII7AB,0.99302304
F7CSLYWT,0.055066034
5EOMOZHG,0.1906186
6CYUTUFN,0.32564273
K7YUC8LF,0.26443973
LSMCXMXA,0.053053606
AALPBPBP,0.05484654
ZPX6VOH2,0.072947696
CDBFWQGM,0.13157542
JUQ76NJV,0.77846396
QHE7UULR,0.050801773
JRMNMZJA,0.047221117
GZ4EZZFX,0.15321164
9L9JFIAR,0.55341804
GTOE4RN4,0.19393349
CUYE7ST4,0.2883889
FFM6DHEA,0.83654857
5XUK7XLZ,0.45363072
4HTGJEEZ,0.053004052
RWYBAMRG,0.13900945
RQZGBGGN,0.86260426
ITVSUTU9,0.2123463
6UMDX7NQ,0.50697184
4IVKAFYY,0.49607357
ZKYOSQEU,0.586393
9JYXIDL4,0.99132276
XNURWQBT,0.0546042
HVNIJFQC,0.050426636
CGGVBJKZ,0.9912951
JO9DV3NY,0.90101653
EYENUQR9,0.40573573
FPU4ZI8H,0.078126974
2MALVTY4,0.08299268
QN4REV7D,0.053297598
27F5ZEQA,0.076929055
MKJUE4K2,0.07106072
4ECWF4DN,0.056846846
KWBJAQMY,0.04301604
3YAW8OEY,0.102468625
ZHHFH7H9,0.8570745
BO2822VM,0.122210115
NQZUPVUA,0.029711109
MUT2PZ7T,0.33713847
2MFKPCPS,0.83207995
4RLVOVMJ,0.7039451
JISGN7XF,0.053880226
NNOFHDAC,0.049295027
ODE23CPW,0.024268813
ZNTYNFME,0.2254242
NQM48VKU,0.10610711
DGVBCYY7,0.051469956
9F38NUKC,0.161221
3Z7KCIZS,0.03689865
ERAX3STD,0.059657283
N9TCDYYG,0.053233273
R4UMWUZK,0.08000567
CPERTJBJ,0.0934422
4XK5BMA9,0.047779515
2PKDM5B2,0.054724693
SW5GTHZN,0.38343978
ATJAEQCJ,0.06995667
NHNXBSFY,0.19481266
NRGYTYZJ,0.04799913
UZNABWAT,0.052169822
CVP3VZN5,0.08194995
JEAYZXKC,0.052038874
87LFEVTZ,0.2506847
N7ZEJ2CQ,0.0492735
AQT3ADAP,0.06554763
WC8ROKF8,0.05315153
D9HWEXEV,0.07754775
MMHWGZCN,0.04682761
YKCAQFHU,0.30891386
NDPFBA9X,0.38422778
3T6C7AEA,0.26335534
GZWB38J9,0.035792146
OFTXYNYQ,0.05249072
QYZQIXBJ,0.47754833
N7PJT5HO,0.071440786
JP2PNX9X,0.15972121
N3FUZDIH,0.05246378
UXKAVBLS,0.02507115
G24JWDKS,0.037332807
HQOKKQVX,0.19604544
HTXFVZZG,0.049962733
3TJKVA4J,0.050138857
CRGS7FPX,0.045963135
BTRJTMR3,0.10731481
ERLPQML7,0.023765378
9FDFXYAW,0.46536723
MEEKFDZZ,0.05406941
ZGY8ETLW,0.27755147
AXVUJHT9,0.045958616
35ILRW7D,0.44262677
DR2U5JQX,0.06739521
WHZ7CEY6,0.27824563
UCPMS2KF,0.054780036
HB6MJHDN,0.28284717
7NWFPJ2X,0.11562532
4QXD6K4K,0.16126762
D6H3RTAZ,0.11347881
L67WSXUY,0.08381881
IXHVY78L,0.04865805
H6KE88O6,0.322245
EAPKN7G8,0.9964641
GQXJSFJE,0.17649606
BVHSRABV,0.061874922
DUY76GFX,0.13184242
O7H9KPSD,0.40977302
6EDBA5AN,0.080295965
V24CAXFM,0.075133644
SERPSAWP,0.024230486
H47QYY5K,0.07152
5TYQNFPE,0.42933983
HGDB7KMR,0.49046075
DWH8Q2S3,0.21041386
USNBQZAK,0.053708777
I89VR4AB,0.0830859
ATZVVXWJ,0.48877746
HOKP6ZTS,0.068081416
ZDKT2SSW,0.061173573
DK5HJYQE,0.036154598
ABKW7FGW,0.08572802
BCSW3W7T,0.051839408
6T4VNEWD,0.58883476
XBALBNYB,0.2757776
NWMJR3W5,0.053201225
Q5BJ4ULE,0.044975933
DOFSPEWD,0.83224386
ANX8FUBJ,0.056554142
KPR67SVO,0.029956147
44EV7IJE,0.05116108
VZEK4IOK,0.5129165
CZMKWRQN,0.053734362
VGQUQLXT,0.16692793
MS6GASNJ,0.0342879
4ENG9TKV,0.81160706
UHRRWLGR,0.06072927
APFSHZYP,0.055286825
M7MURWXC,0.46570048
3EOATQBT,0.0521866
MDZG7EZX,0.053004052
QZ6LSSTB,0.07046178
Y7EEZYYS,0.92380166
RYKLU6HL,0.049875
CWQ8OAQ8,0.04952554
WSFUNE28,0.8256198
9PFQKPRB,0.05026125
MCLXWKBC,0.05151366
NWDXDZEN,0.2978613
EBLDBRDR,0.11693521
CJRW5JYT,0.3121763
CMMKRNUZ,0.19289486
EATPTPY3,0.057548676
J5AGUF6Q,0.06377423
8WYO2BBG,0.36513224
9EPXIMZB,0.051632855
UZERUG9W,0.066463195
QEQ79QUC,0.07826292
ZNHVE7QZ,0.14943787
PU3J43GY,0.8179749
HWDBXAUK,0.05006362
W74BHIAD,0.075587355
MGLDAPOA,0.053004052
BYFCPDX5,0.10333389
S2QDUDEJ,0.98876816
HBYRWBWL,0.023765378
8CIAWHWZ,0.83509696
ZFYFFXT5,0.09468455
UGIADHRB,0.16210006
JDDGRBSU,0.23374762
NBS2LTYW,0.29182935
DBKM3FRW,0.1713209
GLBHRXKB,0.053722724
9WDPTNCN,0.025157256
NVVVFQ9U,0.8724681
6AT635HW,0.10509083
HPHDI6NN,0.046685014
CPNAGJ95,0.050498538
FY6AFNCK,0.9773323
KWQAVZOE,0.85735977
HGBDE3LM,0.50248843
SYKEB6EV,0.053810228
9BROJWWS,0.44899404
CG8DGVAV,0.24592039
H7MT8CNK,0.08179552
GJVVWNKN,0.81460875
FXWTMJDG,0.09599464
OSNGFACM,0.06827554
PBFT55CF,0.98684955
4P8GFHSL,0.03308504
9ZZ4F4XF,0.35138497
CN4YERMU,0.83513874
8TUDLTWK,0.17336151
USFZPY7Z,0.023390647
VBJXREA8,0.03438326
9LBNXHQ2,0.20207939
PY6HCDWF,0.052213404
9VJMJR6X,0.07483986
4GAEJIQO,0.040747434
F34SD6YQ,0.075424336
HZ3BZVH6,0.14555839
9WVBAWEY,0.21255343
BPNYRSEH,0.055155125
7OGHEHO3,0.1791844
LRJZMHFT,0.054364808
PCHQW72T,0.51155627
BFJQGRFT,0.3536308
UVJ6UYBF,0.09457478
LRVO7MCH,0.19765852
EAOF4EYO,0.77258635
5HPCBEQQ,0.8216215
8FJBKABE,0.056365374
27J5UDAU,0.03525015
4MAT9RSM,0.88860804
SBDGZSY9,0.8459391
HPYN9M2Z,0.062519304
G7D2BESM,0.7579229
TWN7YQPN,0.05023959
BJRGMNFZ,0.1907373
9HFPJV3S,0.07158771
6WKJAUAG,0.05246121
BZUANVCU,0.17186482
NYWLDSFZ,0.89945996
LTW8JGAZ,0.056445375
IMDQJUTW,0.047796827
AVHZRCH8,0.2389297
LTSDWAVT,0.05096428
9WVKLADB,0.46871054
GXDSQJS2,0.03308504
4IHXKUNA,0.43432856
BTYDUQPC,0.056733415
BKCNFM72,0.10407159
UMVSSZ9N,0.060803935
N2STVKOI,0.057810035
ZZJQB3EY,0.49445587
FZJK9GH7,0.09521833
NTIWWNVB,0.07731823
NBCRWUBE,0.16852614
UBPYOBYG,0.078920096
K8RKMGVW,0.5662205
HFTH3NC2,0.032031532
759LCPDE,0.22007345
DYKME2AY,0.83546007
VZHURNZD,0.021542514
EAJJBYHU,0.31949297
T97TKZNT,0.47577608
IXOEQ2YD,0.97815233
BWKXTBCF,0.07241217
DNKPRVB3,0.2971307
JQCF2PXG,0.049354345
GIABLCP4,0.054809533
FDIC7S35,0.5708965
5RTNFJEV,0.025609743
OBZ4CU77,0.061752502
XMVX6WEB,0.15673512
MHARJGPA,0.05383926
2QI5GPDU,0.5309708
AE2NBAJ3,0.023148255
MDLANJZG,0.027260179
7TAP99MA,0.21827345
A6AMKR2Z,0.21307558
DX69CFXV,0.06423889
HKCKEKV4,0.2803969
CBNWXPJJ,0.28570202
Z3SJXFCA,0.09826935
RHTCABWR,0.8755086
ILGMVREG,0.1868023
BZK32SSP,0.05096428
25RR4UGE,0.056499638
9ZQFVNWY,0.10443167
FFSTFCAA,0.06753277
MBEDAX9Z,0.08355438
IYERPTUY,0.102262914
SBNMNBJE,0.026892986
CPWDDHBP,0.50293833
EN5EXSVB,0.04366679
EFT7687S,0.069605805
DUPIVFIW,0.052623633
HTVBHNFH,0.047427155
GFTV6AXH,0.054464683
NTNK2ZYN,0.065966055
NZ2MDLPM,0.16607013
UU4ECFQ5,0.8352027
FFWGNGVJ,0.055115417
JDQIBLRI,0.04726324
ZAWUVVWA,0.05347302
FC24V4XD,0.20806487
EKTZZYA2,0.08532314
RVRMHDD8,0.05151366
3RASGR5Y,0.23114714
QRBESHHG,0.056932133
MXYLFHSV,0.06965244
TY85POPR,0.12947251
BHXO9INE,0.050574075
S2RKLYZH,0.44176152
98GUQS9R,0.47626686
6VD8FK4Y,0.05022213
FMUHBZHQ,0.053004052
IHQY3US8,0.829038
VDSNW6DR,0.08164662
JF8E8TCY,0.17664608
EKVBDN5B,0.18214205
LJOYHFHT,0.07372803
8WBDXKKG,0.4341565
LNAASJ6O,0.044134263
HGTW39J8,0.06663488
AMYH3YSJ,0.084957875
QZRPEWE6,0.06116329
9RBSJHBJ,0.28961778
EFZ3ADG9,0.052760925
CMQX6K9J,0.176879
DBVXEJCR,0.052826617
PLYKWBFR,0.053682875
7QNURUDE,0.06332752
M8TD2YPV,0.28200352
JVJZVKUJ,0.8354968
XVUVCSM8,0.48930863
C9CMNJEH,0.18900765
IQLV6HTY,0.08921169
ELG7YZUM,0.058081944
PU9KWVOH,0.4646803
HAYJGRRV,0.04847427
KBKUHSLA,0.08888959
USL6KBDY,0.03560903
ZGLCSKTI,0.06982748
9JQWNRGA,0.10062157
EBVUVT88,0.05192683
9ZU5GNSK,0.20736456
EC7NIRSV,0.05392548
JJ23TDTX,0.061453678
IZWY5RYD,0.087531194
TSYCNH93,0.055251144
QSY6Q77W,0.23667608
TOBSGQ3J,0.238766
FKGE6YRE,0.43425867
MGAYPPJE,0.05238701
IJRFUH6V,0.19336027
KX9Y3LCV,0.05465005
2ZDDJYHE,0.83719444
NBMLMYQE,0.06154234
E8XWCECR,0.18779776
5FP4HKBU,0.115523055
FUKFFD3F,0.30812868
8BDSMQUY,0.035320554
39T7KUFC,0.047094114
HZSPWI2U,0.47621396
LEJJKOWC,0.04410219
DR5F2HVS,0.8479791
BJA5TRWJ,0.3052153
NCVH9WFE,0.09498221
ME3XYUC5,0.8148677
VLCHSDHG,0.08005727
59CV3HQQ,0.14596385
JTAEBBQM,0.04325851
OBHDYLE2,0.26483682
EUEGA65T,0.052301493
MO9XWHWE,0.13550887
K3JSVGHE,0.0534841
JFHAQZQM,0.06469579
22IQJE4I,0.83809066
F57YH86H,0.053851735
BPNYWIPI,0.052532103
FJB78783,0.09553958
DIVE6ZUL,0.072402835
YACVPC9M,0.20824218
A3FM9UVE,0.056522444
9NE6ZC2Q,0.10619554
4NHTDBJN,0.10126119
3FH863BT,0.023009108
3UBBVIGN,0.29038426
NNP9TLV2,0.38813457
SA7VUUTE,0.0372995
ROG7ONJG,0.4091873
ICEBXJHF,0.094741605
HFTYHFAZ,0.07771475
EC5IQBEK,0.05153499
VQPXGNJV,0.034016907
BNE8WOYV,0.8373325
MKEXSYJN,0.056565892
B2MY2KQE,0.1193546
GZVND3WE,0.3532146
JZ8ASRBZ,0.98893774
UMQWVVHH,0.84046745
MDGISGP7,0.03639057
JMVHKVGP,0.053003237
G5GPWASE,0.5389268
A9H3PMBD,0.052038874
DKEMLQCU,0.8119908
VVPNRFRF,0.83127415
AVIBMJNL,0.22617173
3FNEIWTQ,0.052213404
WMQIVFIH,0.08105652
GUSEEXX5,0.2677655
HZBZ7QMH,0.058098093
KMTZWEXS,0.024898909
62AXBXBL,0.091918305
FW6GESXM,0.03636432
A67RATVB,0.05488081
HUWJHKEG,0.052357573
KCHF33KH,0.1086356
CJUKTB4B,0.09676844
FA8NWHGK,0.07862302
6UZE4NSH,0.8375883
4UUZBMXW,0.1721902
QMRXRYDB,0.034653276
M3A5BVAC,0.97913545
II63YKTB,0.07129641
4OYB27TY,0.26781073
IEN9X6H8,0.07759813
U9VVATUM,0.26415828
SFOYCMRR,0.554668
O7WYJHA5,0.31137598
STEKRYHT,0.022508366
QSX9J6OF,0.3088805
EVT46GYN,0.033519898
IQHUPR8Z,0.074058436
98WUTF8M,0.024751287
5JUSHPUM,0.052432418
9FMK8FZU,0.04623073
WPWW4JUN,0.5505066
8QUXAAHS,0.09885841
EU8RGIP7,0.070951745
BFT7ZJQO,0.047450297
4EQAO8W3,0.9107605
F3RWQSVQ,0.25370994
FUA3S84W,0.05373077
G9WITTNH,0.05581168
TE4CM6N8,0.99338406
L93TY7Q6,0.024978235
MK46HOFS,0.2834146
NSUSAJ7C,0.03314307
ZQXJP6PH,0.12786624
YX6PNVKN,0.05280453
7V7IJDSU,0.27005756
BSDHE7F2,0.30960336
DV5EXZEZ,0.7530376
VDKS85PW,0.35262594
4W48SFHV,0.44780087
ANGVCUXZ,0.0527471
IOST7D8C,0.562167
HAQAECZX,0.03267066
GAB49KQU,0.83347917
GEBCXWCU,0.07468103
JPT2DAGQ,0.54750884
RXYEGKFP,0.5757985
4R6HCRNW,0.0521866
MWRTSE9B,0.07132774
JAC7FJCA,0.4295727
5DCT43QX,0.023684906
GFZMAKDD,0.05423734
8WVWSZNF,0.056711156
KCBVOKZ8,0.8849421
NRCEX3F3,0.061363757
59KYREQZ,0.050561957
S2HTHOYG,0.057628784
98QJA4ZA,0.056666773
8S27HJRE,0.24978037
MTEWWARX,0.051469956
PH8LQUCB,0.20530061
BYB9URVZ,0.6670927
3TYYHEQU,0.062208552
WTOPV47E,0.8362464
HGNGPJXH,0.3404941
LE5M9QWH,0.058010746
7YR3Z54H,0.05366504
9DLYZCUW,0.8682352
RKYQQQL5,0.21117707
5UTFCCXZ,0.2885052
JCYRCTNE,0.7982701
AJIVJ4WE,0.22383331
JTCERL4D,0.093776025
XWS2DC9M,0.04556683
TVIX5INS,0.8413645
CIQZ4NJS,0.100915045
EJRPJ86R,0.05370916
HPQBQGWQ,0.055013157
FR38HJFG,0.88741887
JPXNNMXQ,0.50603604
HWED8UBF,0.8144386
CJ6ILARS,0.03731339
MBCCSXEA,0.05568827
4S84NTNM,0.07020906
ADGV3FDY,0.182723
HSAJUCOR,0.502615
HHV3JEXF,0.03289478
DHARALYV,0.07458919
KBVN65GH,0.05377892
UYHCQN7W,0.067018814
9VXSCU6F,0.08515614
F2DBEMXE,0.2025749
6VN358PX,0.077814244
T2J5Y8NB,0.024819307
HPXJGYEZ,0.9886113
CS5NAYPP,0.4588564
2UC6R5XE,0.8389086
KZ8TKYP4,0.053734362
Y8XIC3AH,0.23412633
GCT9PSGP,0.050412152
MPQQFX4I,0.06558434
8VCZYPZD,0.049423423
JCIQPZLE,0.050157618
AYSUMKSF,0.1044335
VVAVU9BN,0.22646984
F3NBRACB,0.05488081
FPIGVTHX,0.09520856
X7XNXJVW,0.053558968
JEKWRXYH,0.5084283
MNGYZO5U,0.047787976
FXPCJ7GE,0.8783929
BUXRB7CD,0.0655205
JV4MCTHN,0.05056325
JUFQ5PVJ,0.42052537
ENLVSM6O,0.21291614
CJHC43KV,0.29424998
N4NSCGHE,0.47002298
FUVHQRWB,0.052245695
GTQHBCF7,0.4668915
DSB6DIRV,0.10094449
BVUKQQRV,0.047453873
KZCHX6LW,0.6306896
M5XAM7HE,0.054037865
YODUTYZU,0.78900915
JEREISWR,0.34993532
FTHIZFGT,0.20041555
7TCFIDRX,0.0436887
V8CRCBLR,0.050380524
XEDZWKEX,0.48034337
RAD4GZKE,0.052518103
FY8NXMD2,0.02421278
KVZXQCUM,0.38646957
JXRP92WY,0.0341413
IYA3LI6E,0.09474132
FXEUAUMU,0.2326698
KXVZ3BNR,0.025802393
FTDASK8G,0.5575418
JZQZ7RWM,0.053381316
HNPMBXDN,0.052873865
3SUTYK7Z,0.051215425
EHAW2L37,0.0574468
H5HWWKTM,0.14350472
BQVSKRPN,0.04960869
EUK3CR9A,0.16009505
VRMGCTGP,0.052398775
ENDZJZGR,0.0639078
NSSYQFVN,0.05208412
7TRWUSYQ,0.9914029
7Z6JWBCW,0.05673747
7DR4UVAZ,0.18728173
H7YECJLG,0.27221677
CUNTRPMN,0.8401802
VQQEMTVX,0.062024843
NWMFKQLZ,0.05601226
FIUW4SGY,0.050938
JCVXZSJS,0.07529652
VZRUA5XP,0.46443844
923REBWY,0.048928138
3FKWHVLC,0.061268218
V8JTYKKL,0.17745554
A4MRC8NU,0.5081828
CQJTCLCJ,0.48244062
L9O3NMDQ,0.05720701
7DFWCHAN,0.052811578
NK7CWSGK,0.35807776
OLLGNEK9,0.045129295
KVOLRR62,0.06620848
KAI7SJGY,0.12081744
5LYDNC27,0.13289647
LPGW9PN3,0.09797386
4WA5JPWP,0.05621216
GCDXLWAN,0.20022975
7V6GQUOD,0.29471445
ENYQCCWM,0.048570573
B3BUXXA4,0.2275199
PC7INMMF,0.20895219
6PJ9NW3X,0.36531475
DXYC8WIG,0.8442475
DPKUYNJK,0.18778223
6ZRSCJ6J,0.78675586
CPX4EYVB,0.6533874
T28RFIEL,0.048421975
D4GXBMM8,0.118645355
JMQJAZHA,0.1939742
RZSFMVB9,0.47509813
T2QWMIDV,0.4429324
GRM6UHIW,0.051077433
X2SD7FMK,0.22146381
I4SENFDI,0.0521866
YSNU9M3K,0.7038113
USGXXPJH,0.50971645
QPQZPSMH,0.076929055
QPZDTV5V,0.054060947
H28ZERNP,0.9662616
UNWHQWCY,0.065153465
7N8BRMDU,0.08156798
DFMGCWHV,0.09581261
8FP6ENF4,0.50417525
FAO6XGQE,0.054524526
X5FCJHQ5,0.041027404
GGFPEVFR,0.10457773
AP9SCCXC,0.17887199
WONWP8QB,0.050016586
CWEKUQ4P,0.88923746
C5CGJVQZ,0.8255263
HO4YRWYD,0.035660982
HLIYGGYA,0.05104183
QKAJK2VB,0.4969154
ZEZT2RND,0.080851816
